Mod:Item:MetaData, Localized Name
aoa3:jewelyte_ore, Джевелитовая руда
aoa3:legbone_fragments_ore, Руда с фрагментами кости ноги
aoa3:limonite_ore, Лимонитовая руда
aoa3:lyon_ore, Лионовая руда
aoa3:mystite_ore, Миститовая руда
aoa3:ornamyte_ore, Орнамитовая руда
aoa3:purple_crystal_ore, Фиолетовая руда из самоцвета
aoa3:red_crystal_ore, Красная руда из самоцвета
aoa3:rosite_ore, Розитовая руда
aoa3:runium_ore, Руниумная руда
aoa3:sapphire_ore, Сапфировая руда
aoa3:shyregem_ore, Руда из самоцвета шир
aoa3:shyrestone_ore, Ширкаменная руда
aoa3:skullbone_fragments_ore, Руда с фрагментами костями черепа
aoa3:varsium_ore, Руда варсия
aoa3:white_crystal_ore, Белая руда из самоцвета
aoa3:yellow_crystal_ore, Жёлтая руда из самоцвета
aoa3:baron_bricks, Баронские кирпичи
aoa3:black_bricks, Чёрные кирпичи
aoa3:bloodstone_bricks, Кроваво-каменные кирпичи
aoa3:blue_bricks, Синие кирпичи
aoa3:brown_bricks, Коричневые кирпичи
aoa3:coral_bricks, Коралловые кирпичи
aoa3:creeponia_bricks, Крипонский кирпич
aoa3:crystallite_bricks, Кристаллитовые кирпичи
aoa3:crystevia_bricks, Кристевианские кирпичи
aoa3:cyan_bricks, Голубые кирпичи
aoa3:dark_bricks, Тёмные кирпичи
aoa3:dark_blue_bricks, Тёмно-синие кирпичи
aoa3:dark_grey_bricks, Темно-серые кирпичи
aoa3:darkwash_bricks, Тёмно-мытые кирпичи
aoa3:gardencia_bricks, Гарденсианские кирпичи
aoa3:greckon_bricks, Греконский кирпич
aoa3:green_bricks, Зелёный кирпич
aoa3:grey_bricks, Серые кирпичи
aoa3:haunted_bricks, Призрачные кирпичи
aoa3:iro_dotted_bricks, Пунктирные айровские кирпичи
aoa3:iro_striped_bricks, Полосные айровские кирпичи
aoa3:lelyetia_bricks, Лелетианские кирпичи
aoa3:lime_bricks, Лаймовые кирпичи
aoa3:lunar_bricks, Лунные кирпичи
aoa3:magenta_bricks, Пурпурные кирпичи
aoa3:black_mysterium_bricks, Мистериумные чёрные кирпичи
aoa3:green_mysterium_bricks, Зелёные мистериумные кирпичи
aoa3:orange_bricks, Оранжевые кирпичи
aoa3:pink_bricks, Розовые кирпичи
aoa3:purple_bricks, Фиолетовые кирпичи
aoa3:red_bricks, Красные кирпичи
aoa3:rosidian_bricks, Росидианские кирпичи
aoa3:runic_construct_bricks, Рунические строительные кирпичи
aoa3:white_shyre_bricks, Белая кирпичная стена шир
aoa3:yellow_shyre_bricks, Жёлтая шир стена
aoa3:skeletal_bricks, Скелетные кирпичи
aoa3:white_bricks, Белые кирпичи
aoa3:whitewash_bricks, Побелочные кирпичи
aoa3:yellow_bricks, Жёлтые кирпичи
aoa3:intricate_amethyst_ivory, Запутанная аметистовая слоновая кость
aoa3:natural_amethyst_ivory, Природная аметистовая слоновая кость
aoa3:ornate_amethyst_ivory, Декоративная аметистовая слоновая кость
aoa3:patterned_amethyst_ivory, Узорчатая аметистовая слоновая кость
aoa3:intricate_ivory, Запутанная слоновая кость
aoa3:intricate_jade_ivory, Запутанная нефритовая слоновая кость
aoa3:natural_jade_ivory, Природная нефритовая слоновая кость
aoa3:ornate_jade_ivory, Декоративная нефритовая слоновая кость
aoa3:patterned_jade_ivory, Узорчатая нефритовая слоновая кость
aoa3:intricate_limonite_ivory, Запутанная лимонитовая слоновая кость
aoa3:natural_limonite_ivory, Природная лимонитовая слоновая кость
aoa3:ornate_limonite_ivory, Декоративная лимонитовая слоновая кость
aoa3:patterned_limonite_ivory, Узорчатая лимонитовая слоновая кость
aoa3:natural_ivory, Природная слоновая кость
aoa3:ornate_ivory, Декоративная слоновая кость
aoa3:patterned_ivory, Узорчатая слоновая кость
aoa3:intricate_rosite_ivory, Запутанная розитовая слоновая кость
aoa3:natural_rosite_ivory, Природная розитовая слоновая кость
aoa3:ornate_rosite_ivory, Декоративная розитовая слоновая кость
aoa3:patterned_rosite_ivory, Узорчатые розитовая слоновая кость
aoa3:intricate_sapphire_ivory, Запутанная сапфировая слоновая кость
aoa3:natural_sapphire_ivory, Природная сапфировая слоновая кость
aoa3:ornate_sapphire_ivory, Декоративная сапфировая слоновая кость
aoa3:patterned_sapphire_ivory, Узорчатая сапфировая слоновая кость
aoa3:achony_sapling, Яблоневый саженец
aoa3:bloodtwister_sapling, Саженец кровавого смерча
aoa3:blue_celevus_sapling, Синий селевусный саженец 
aoa3:blue_haven_sapling, Синий райский саженец
aoa3:bright_shyre_sapling, Яркий саженец шира
aoa3:churry_sapling, Саженец вишни
aoa3:creep_sapling, Криперский саженец
aoa3:dawnwood_sapling, Саженец из рассветного дерева
aoa3:eyebush_sapling, Саженец глазного куста
aoa3:eye_hanger_sapling, Саженец глазной вешалки
aoa3:green_celevus_sapling, Зелёный селевусный саженец
aoa3:haunted_sapling, Призрачный саженец
aoa3:irodust_sapling, Айропесочный саженец
aoa3:irogold_sapling, Айрозолотой саженец
aoa3:lucalus_sapling, Луналусный саженец
aoa3:lunicia_sapling, Луницианский саженец
aoa3:lunosso_sapling, Луноссовый саженец
aoa3:pink_haven_sapling, Розовый райский саженец
aoa3:purple_celevus_sapling, Фиолетовый селевусный саженец
aoa3:purple_haven_sapling, Фиолетовый райский саженец
aoa3:red_celevus_sapling, Красный селевусный саженец
aoa3:red_haven_sapling, Красный райский саженец
aoa3:runic_sapling, Рунический саженец
aoa3:shadow_sapling, Тёмный саженец
aoa3:shyre_sapling, Саженец шир
aoa3:stranglewood_sapling, Саженец из странного дерева
aoa3:turquoise_haven_sapling, Бирюзовый райский саженец
aoa3:yellow_celevus_sapling, Жёлтые селевусный саженец
aoa3:yellow_haven_sapling, Жёлтый райский саженец
aoa3:achony_leaves, Яблоневые листья
aoa3:blood_leaves, Кровавые листья
aoa3:blue_celevus_leaves, Синие селевусные листья 
aoa3:green_celevus_leaves, Зелёные селевусные листья 
aoa3:purple_celevus_leaves, Фиолетовые селевусные листья
aoa3:red_celevus_leaves, Красные селевусные листья
aoa3:white_celevus_leaves, Белые селевусные листья
aoa3:yellow_celevus_leaves, Жёлтые селевусные листья
aoa3:churry_leaves, Вишнёвые листья
aoa3:creep_leaves, Криперские листья
aoa3:cycade_leaves, Листья саговника
aoa3:dawn_leaves, Листья рассвета
aoa3:haunted_leaves, Призрачные листья
aoa3:haunted_eyes_leaves, Призрачное большеглазое листья
aoa3:blue_haven_leaves, Синие райские листья
aoa3:pink_haven_leaves, Розовые райские листья
aoa3:purple_haven_leaves, Фиолетовые райские листья
aoa3:red_haven_leaves, Красные райские листья
aoa3:turquoise_haven_leaves, Бирюзовые райские листья
aoa3:yellow_haven_leaves, Жёлтые райские листья
aoa3:irodust_leaves, Айропесочные листья
aoa3:irogold_leaves, Айрозолотые листья
aoa3:lelyetian_leaves, Лелетианская основа
aoa3:lucalus_leaves, Луналусные листья
aoa3:lunicia_leaves, Луницианские листья
aoa3:lunosso_leaves, Луноссовые листья
aoa3:runic_leaves, Рунические листья
aoa3:shadow_leaves, Тёмные листья
aoa3:shadowblood_leaves, Тёмнокровавые листья
aoa3:shyre_leaves, Листья шир
aoa3:bright_shyre_leaves, Листья из шир
aoa3:stranglewood_leaves, Листья из странного дерева
aoa3:vein_leaves, Венозные листья
aoa3:achony_log, Яблоневое бревно
aoa3:blood_log, Кровавое бревно
aoa3:churry_log, Вишнёвое бревно
aoa3:creep_log, Криперское бревно
aoa3:cycade_log, Бревно саговника
aoa3:dawn_log, Бревно рассвета
aoa3:eyeball_log, Бревно из глазного яблока
aoa3:haunted_log, Призрачное бревно
aoa3:haunted_eye_log, Призрачное большеглазое бревно
aoa3:haunted_eyes_log, Призрачное красноглазое бревно
aoa3:haunted_flashing_log, Призрачное мигающее бревно
aoa3:haunted_purpling_log, Пурпурно окрашенное призрачное бревно
aoa3:iro_log, Айровское бревно
aoa3:lucalus_log, Луналусное бревно
aoa3:lunide_log, Лунидное бревно
aoa3:runic_log, Руническое бревно
aoa3:shadow_log, Тёмное бревно
aoa3:shyre_log, Бревно шир
aoa3:stranglewood_log, Бревно из странного дерева
aoa3:toxic_log, Токсичное бревно
aoa3:achony_planks, Яблоневые доски
aoa3:bloodwood_planks, Доски из Кравовой древесины
aoa3:churry_planks, Вишнёвые доски
aoa3:creep_planks, Криперские доски
aoa3:cycade_planks, Доски саговника
aoa3:dawnwood_planks, Доски из рассветной древесины
aoa3:hauntedwood_planks, Призрачнодревесные доски
aoa3:irowood_planks, Айродревесные доски
aoa3:lucalus_planks, Луналусные доски
aoa3:lunide_planks, Лунидные доски
aoa3:runic_planks, Рунические доски
aoa3:shadow_planks, Тёмные доски
aoa3:shyre_planks, Доски шир
